# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.12.0
#@/tick	6238
#@/user_id	e0341724-9757-4db9-ae73-47c9a1140b7f
a 	啊	c=4 d=1.2642 t=6238
pei zhi 	配置	c=34 d=7.77648 t=6238
pei zhi fang fa 	配置方法	c=1 d=0.280832 t=6238
pei zhi li 	配置里	c=1 d=0.640824 t=6238
pei zhi wen jia 	配置文家	c=1 d=0.937067 t=6238
pei zhi wen jian 	配置文件	c=9 d=3.06738 t=6238
pei zhi wen jian ai ni 	配置文件爱你	c=1 d=0.273898 t=6238
peng you quan 	朋友圈	c=1 d=0.634448 t=6238
pian pian 	偏偏	c=1 d=0.843665 t=6238
pian yi dian 	便宜点	c=1 d=0.946485 t=6238
pin fan 	频繁	c=2 d=0.973704 t=6238
pin yin 	拼音	c=2 d=0.684323 t=6238
ping fan 	平凡	c=1 d=0.501576 t=6238
ping guo 	苹果	c=1 d=0.169483 t=6238
ping jia 	评价	c=0 d=0.0298197 t=6238
ping jia yi xia 	评价一下	c=1 d=0.299692 t=6238
ping lun qu 	评论区	c=1 d=0.56836 t=6238
ping mu 	屏幕	c=7 d=0.96124 t=6238
pu tong 	普通	c=0 d=0.0650509 t=6238
pu tong zhuang tai xia 	普通状态下	c=1 d=0.65377 t=6238
qi 	期	c=1 d=0.847894 t=6238
qi 	起	c=0 d=0.0960789 t=6238
qi dong 	启动	c=6 d=1.35873 t=6238
qi dong qi 	启动器	c=2 d=1.61328 t=6238
qi dong su du 	启动速度	c=1 d=0.543351 t=6238
qi dong xiang 	启动项	c=1 d=0.242926 t=6238
qi lai 	起来	c=3 d=0.524887 t=6238
qi ling 	欺凌	c=0 d=0.0121238 t=6238
qi ling hua 	欺凌话	c=1 d=0.121846 t=6238
qi shi 	其实	c=2 d=0.382893 t=6238
qi ta 	其他	c=8 d=1.17603 t=6238
qi yong 	启用	c=3 d=0.710948 t=6238
qi yong 	弃用	c=1 d=0.683861 t=6238
qi zuo yong 	起作用	c=1 d=0.0875977 t=6238
qian 	前	c=3 d=0.84515 t=6238
qian bo 	浅薄	c=1 d=0.790571 t=6238
qian duan 	前端	c=1 d=0.960789 t=6238
qian mian 	前面	c=2 d=0.643981 t=6238
qian qi 	前期	c=0 d=0.0704688 t=6238
qian qi dong 	前期动	c=1 d=0.70822 t=6238
qian qi zhun bei gong zuo 	前期准备工作	c=1 d=0.265803 t=6238
qian ru 	嵌入	c=1 d=0.810584 t=6238
qian se 	浅色	c=1 d=0.970446 t=6238
qian shen 	前身	c=1 d=0.71177 t=6238
qian yi bu 	前一步	c=1 d=0.257947 t=6238
qiang da 	强大	c=1 d=0.847894 t=6238
qiang zhi 	强制	c=1 d=0.97531 t=6238
qie 	且	c=2 d=0.722527 t=6238
qie huan 	切换	c=10 d=2.27178 t=6238
qie mo 	切莫	c=1 d=0.0997588 t=6238
qing kuang 	情况	c=1 d=0.631284 t=6238
qing kuang xia 	情况下	c=3 d=1.00112 t=6238
qing li 	清理	c=1 d=0.726149 t=6238
qing liang 	轻量	c=1 d=0.932394 t=6238
qing liang hua 	轻量化	c=5 d=1.45237 t=6238
qing ping 	清屏	c=1 d=0.985112 t=6238
qiu you 	秋游	c=1 d=0.752014 t=6238
qu 	去	c=3 d=0.69129 t=6238
qu bie 	区别	c=2 d=0.504024 t=6238
qu bie bing du an 	区别冰毒案	c=1 d=0.878095 t=6238
qu diao 	去掉	c=3 d=1.31468 t=6238
qu dong 	驱动	c=5 d=0.916333 t=6238
qu dong bao 	驱动包	c=1 d=0.425283 t=6238
qu fen 	区分	c=1 d=0.304221 t=6238
qu xiao 	取消	c=1 d=0.918512 t=6238
qu xiao zhu shi 	取消注释	c=1 d=0.701173 t=6238
qu yu 	区域	c=8 d=1.45095 t=6238
qu yu jie tu 	区域截图	c=1 d=0.447088 t=6238
quan 	全	c=2 d=0.572608 t=6238
quan bu 	全部	c=1 d=0.980199 t=6238
quan dian 	圈点	c=1 d=0.814647 t=6238
quan ju 	全局	c=3 d=1.53675 t=6238
quan ju bian liang 	全局变量	c=1 d=0.852144 t=6238
quan ju kuai jie jian 	全局快捷键	c=1 d=0.606531 t=6238
quan mian 	全面	c=1 d=0.726149 t=6238
quan ping 	全屏	c=2 d=1.80209 t=6238
quan tu 	全图	c=0 d=0.0433874 t=6238
quan xian 	权限	c=1 d=0.615697 t=6238
que dian 	缺点	c=2 d=1.43477 t=6238
que ren 	确认	c=5 d=1.01275 t=6238
que shi 	确实	c=1 d=0.909373 t=6238
ran hou 	然后	c=14 d=4.65587 t=6238
rang 	让	c=8 d=1.57766 t=6238
rang ta 	让他	c=3 d=2.03697 t=6238
ren duo 	人多	c=1 d=0.474734 t=6238
ren wei 	认为	c=1 d=0.111359 t=6238
ren wu 	任务	c=1 d=0.390628 t=6238
ren wu lan 	任务栏	c=1 d=0.740818 t=6238
ren yi 	任意	c=1 d=0.261846 t=6238
ri yu shu ru fa 	日语输入法	c=1 d=0.315058 t=6238
ri zhi 	日志	c=2 d=0.765825 t=6238
ru 	入	c=1 d=0.729789 t=6238
ru guo 	如果	c=26 d=2.87546 t=6238
ru guo he 	如果和	c=1 d=0.637628 t=6238
ru he 	如何	c=9 d=2.24999 t=6238
ru kou 	入口	c=3 d=0.597875 t=6238
ru men 	入门	c=1 d=0.218712 t=6238
ruan 	软	c=0 d=0.0118837 t=6238
ruan jian 	软件	c=43 d=6.54922 t=6238
ruan jian bao 	软件包	c=1 d=0.519442 t=6238
ruan jian shu liang 	软件数量	c=1 d=0.511709 t=6238
ruan jian xiang guan 	软件相关	c=1 d=0.394554 t=6238
ruan jiao an 	软教案	c=1 d=0.119433 t=6238
ruo 	若	c=1 d=0.67368 t=6238
san 	三	c=1 d=0.431711 t=6238
san da ji lv 	三大纪律	c=0 d=0.0697676 t=6238
san deng jiang 	三等奖	c=1 d=0.913931 t=6238
san ge 	三个	c=2 d=1.10121 t=6238
san ge bao 	三个包	c=1 d=0.189191 t=6238
san ling jiu liu 	三〇九六	c=0 d=0.0211189 t=6238
san ling jiu liu ke shi jiao du la ji fen lei shou ji dian feng jian shi da fu 	三〇九六可视角度垃圾分类收集点封建士大夫	c=1 d=0.212248 t=6238
san zhong 	三种	c=1 d=0.138069 t=6238
sang de la 	桑德拉	c=0 d=0.0891366 t=6238
se 	色	c=1 d=0.65377 t=6238
sha fa shang 	沙发上	c=0 d=0.14503 t=6238
sha lu kong jian 	杀戮空间	c=0 d=0.25524 t=6238
sha lu kong jian dai li fei 	杀戮空间代理费	c=1 d=0.839457 t=6238
sha lu kong jian dong feng lu 	杀戮空间东风路	c=1 d=0.860708 t=6238
sha si 	杀死	c=1 d=0.677057 t=6238
shan chu 	删除	c=13 d=2.33372 t=6238
shan chu bao 	删除包	c=1 d=0.680451 t=6238
shan dan da fo si 	山丹大佛寺	c=0 d=0.0755784 t=6238
shan dan da fo si shi fang shou duan feng shi da fu 	山丹大佛寺是防守端锋士大夫	c=1 d=0.759572 t=6238
shan dian 	闪电	c=1 d=0.351692 t=6238
shan dong long kou 	山东龙口	c=0 d=0.0913931 t=6238
shan he bai er 	山河百二	c=1 d=0.265803 t=6238
shan le 	删了	c=1 d=0.965605 t=6238
shan mai 	山脉	c=1 d=0.960789 t=6238
shan shan shui shui 	山山水水	c=1 d=0.634448 t=6238
shan shuo 	闪烁	c=0 d=0.0865022 t=6238
shan zhe yao 	闪着腰	c=1 d=0.606531 t=6238
shang 	上	c=6 d=1.89299 t=6238
shang dian 	商店	c=1 d=0.398388 t=6238
shang lan de fen 	上篮得分	c=0 d=0.0995012 t=6238
shang lan de fen jie shao le du jue lang fei 	上篮得分介绍了杜绝浪费	c=1 d=1 t=6238
shang mian 	上面	c=5 d=1.91177 t=6238
shang pin 	商品	c=1 d=0.878095 t=6238
shang shi ji 	上世纪	c=0 d=0.0965605 t=6238
shang shi ji lao dong jiu fen lv shi dian ji fu kuan 	上世纪劳动纠纷律师点击付款	c=1 d=0.970446 t=6238
shang wei 	尚未	c=1 d=0.704688 t=6238
shao hou 	稍后	c=1 d=0.970446 t=6238
shao le ji fen 	少了几分	c=0 d=0.0995012 t=6238
shao le ji fen li shi da ju feng jian lang kou jing li ku jie lu ka si li kai dong jing fa lv ke ji a si di fen 	少了几分历史大剧风尖浪口精力枯竭卢卡斯离开东京法律科技阿斯蒂芬	c=1 d=1 t=6238
shao qu 	少取	c=2 d=0.937676 t=6238
she bei 	设备	c=9 d=2.22107 t=6238
she bei ming 	设备名	c=1 d=0.737123 t=6238
she chi 	奢侈	c=1 d=0.451581 t=6238
she ji 	设计	c=1 d=0.951229 t=6238
she ji de 	设计的	c=1 d=0.928814 t=6238
she ji de fang kai shou jiao da kai fu jian she li deng ji kai fa shang da kai fa 	设计的放开手脚打开附件设立登记开发商大开发	c=1 d=0.729789 t=6238
she ji si lu 	设计思路	c=0 d=0.0640824 t=6238
she ji si lu du jue lang fei kai ji su du 	设计思路杜绝浪费开机速度	c=1 d=0.644036 t=6238
she li deng ji 	设立登记	c=0 d=0.0726149 t=6238
she li ka dian 	设立卡点	c=0 d=0.0697676 t=6238
she li ka dian jie fang lu kou san da ji lv feng jian lang kou jiu li ke 	设立卡点解放路口三大纪律风尖浪口就立刻	c=1 d=0.701173 t=6238
she qu 	社区	c=2 d=1.26056 t=6238
she zhi 	设置	c=98 d=15.0192 t=6238
shen me 	什么	c=13 d=3.12174 t=6238
shen ru 	深入	c=1 d=0.551563 t=6238
sheng cheng 	生成	c=3 d=0.850045 t=6238
sheng ka 	声卡	c=1 d=0.194952 t=6238
sheng ming 	声明	c=1 d=0.211189 t=6238
sheng ming 	盛名	c=1 d=0.463013 t=6238
sheng shi 	省事	c=1 d=0.744532 t=6238
sheng xiao 	生效	c=6 d=1.53916 t=6238
sheng yin 	声音	c=1 d=0.308819 t=6238
shi 	时	c=3 d=0.513201 t=6238
shi 	是	c=82 d=8.81887 t=6238
shi bai 	失败	c=3 d=1.98179 t=6238
shi bie 	识别	c=1 d=0.951229 t=6238
shi bu shi 	是不是	c=2 d=1.12816 t=6238
shi ce 	实测	c=1 d=0.341298 t=6238
shi da fu 	士大夫	c=5 d=4.74444 t=6238
shi di liao jie 	实地了解	c=0 d=0.0995012 t=6238
shi fang shou duan feng 	是防守端锋	c=5 d=4.71943 t=6238
shi fang shou duan feng de shi fang shou duan feng 	是防守端锋的是防守端锋	c=1 d=0.755784 t=6238
shi fang shou duan feng fang shou duan feng 	是防守端锋防守端锋	c=1 d=0.97531 t=6238
shi fang shou duan feng shi 	是防守端锋是	c=1 d=0.726149 t=6238
shi fang shou duan feng shi fang shou duan feng song da fang shi de fa da sheng fen 	是防守端锋是防守端锋送达方式的发达省份	c=1 d=0.891366 t=6238
shi fei 	是非	c=1 d=0.70822 t=6238
shi fen 	十分	c=1 d=0.778801 t=6238
shi fou 	是否	c=5 d=1.10036 t=6238
shi fou zhi chi 	是否支持	c=2 d=1.60931 t=6238
shi gong 	施工	c=3 d=2.08803 t=6238
shi gong zhong 	施工中	c=1 d=0.416862 t=6238
shi guo 	试过	c=1 d=0.371577 t=6238
shi he 	适合	c=2 d=1.12209 t=6238
shi hou 	时候	c=7 d=2.89087 t=6238
shi ji 	实际	c=1 d=0.301194 t=6238
shi ji lai kan 	实际来看	c=0 d=0.0818731 t=6238
shi ji lai kan deng ji fen lei shi jian dao le feng jian lang kou shi jian de lei ji 	实际来看等级分类时间到了风尖浪口时间的累积	c=1 d=0.822835 t=6238
shi ji shang 	实际上	c=1 d=0.438235 t=6238
shi jian 	时间	c=3 d=0.997834 t=6238
shi jian dao le 	时间到了	c=0 d=0.224969 t=6238
shi jian dao le fu shen jue ding lang fei jing li ke shi dang 	时间到了复审决定浪费精力可适当	c=1 d=0.860708 t=6238
shi jian de lei ji 	时间的累积	c=0 d=0.0818731 t=6238
shi jian lai de ji 	时间来得及	c=0 d=0.0995012 t=6238
shi jian li 	时间里	c=0 d=0.0644036 t=6238
shi jian li fang jian li kuai shi jiu dian le kuai ji fa 	时间里房间里快十九点了会计法	c=1 d=0.647265 t=6238
shi jin dou fu 	什锦豆腐	c=1 d=0.852144 t=6238
shi le 	试了	c=1 d=0.856415 t=6238
shi li 	示例	c=1 d=0.909373 t=6238
shi li da ka 	实力大咖	c=0 d=0.099005 t=6238
shi li da ka fa jia lian sai jiang dong fu lao kuai shi jiu dian le fa kuan ju liao jie 	实力大咖法甲联赛江东父老快十九点了罚款据了解	c=1 d=0.995012 t=6238
shi liu jie 	十六届	c=0 d=0.0995012 t=6238
shi liu jie fa sheng le da kou jing fa lan shi jian lai de ji feng kou lang jian 	十六届发生了大口径法兰时间来得及风口浪尖	c=1 d=1 t=6238
shi pin 	视频	c=10 d=4.73287 t=6238
shi shen me 	是什么	c=10 d=2.65242 t=6238
shi shi 	事实	c=1 d=0.380983 t=6238
shi shi 	实施	c=2 d=1.95551 t=6238
shi shi 	试试	c=5 d=1.44579 t=6238
shi shi shang 	事实上	c=2 d=1.19247 t=6238
shi wo 	是我	c=3 d=2.04661 t=6238
shi xian 	实现	c=3 d=0.637628 t=6238
shi yan 	实验	c=1 d=0.628135 t=6238
shi yi ge 	是一个	c=1 d=0.826959 t=6238
shi yong 	使用	c=52 d=5.64122 t=6238
shi yong 	实用	c=1 d=0.172045 t=6238
shi yong fang fa 	使用方法	c=2 d=0.823664 t=6238
shi you 	是由	c=1 d=0.203926 t=6238
shou ce 	手册	c=1 d=0.878095 t=6238
shou dong 	手动	c=9 d=6.21756 t=6238
shou dong fen qu 	手动分区	c=1 d=0.814647 t=6238
shou hu jin cheng 	守护进程	c=2 d=1.01498 t=6238
shou xuan 	首选	c=1 d=0.951229 t=6238
shou you 	手游	c=2 d=0.904293 t=6238
shu 	数	c=2 d=1.8466 t=6238
shu biao 	鼠标	c=3 d=2.15508 t=6238
shu biao jia su 	鼠标加速	c=1 d=0.701173 t=6238
shu chu 	输出	c=25 d=4.12548 t=6238
shu cuo 	数错	c=1 d=0.65377 t=6238
shu cuo 	输错	c=1 d=0.657047 t=6238
shu fa 	书法	c=1 d=0.822835 t=6238
shu fu 	舒服	c=1 d=0.831104 t=6238
shu fu de sha fa 	舒服的沙发	c=1 d=0.995012 t=6238
shu gei 	输给	c=0 d=0.0722527 t=6238
shu ju 	数据	c=8 d=1.90287 t=6238
shu ju lei xing 	数据类型	c=1 d=0.486752 t=6238
shu liang 	数量	c=0 d=0.0509156 t=6238
shu ru 	输入	c=10 d=3.28008 t=6238
shu ru fa 	输入法	c=17 d=5.39011 t=6238
shu ru gei 	输入给	c=1 d=0.67368 t=6238
shu xian 	竖线	c=1 d=0.357007 t=6238
shu yu ni 	属于你	c=1 d=0.565525 t=6238
shu zi 	数字	c=2 d=1.00637 t=6238
shua xin 	刷新	c=4 d=1.98131 t=6238
shua xin lv 	刷新率	c=2 d=0.992599 t=6238
shuang 	双	c=1 d=0.355226 t=6238
shuang fang dou 	双方都	c=0 d=0.0759572 t=6238
shuang fang dou sha fa shang fa song fang shi fa song fang shi fa song fang shi fa song fang shi 	双方都沙发上发送方式发送方式发送方式发送方式	c=1 d=0.763379 t=6238
shuang fang shang ding 	双方商定	c=0 d=0.125625 t=6238
shuang fang shang ding fa sheng de fa sheng de 	双方商定发生的发生的	c=1 d=0.70822 t=6238
shuang fang shang ding fang shou duan feng 	双方商定防守端锋	c=2 d=1.96561 t=6238
shui jiao 	睡觉	c=3 d=1.64942 t=6238
shui jiao ma 	睡觉吗	c=1 d=0.814647 t=6238
shun jian 	瞬间	c=1 d=0.790571 t=6238
shun kou liu 	顺口溜	c=0 d=0.0878095 t=6238
shun kou liu dian ji 	顺口溜点击	c=1 d=0.971634 t=6238
shun xu 	顺序	c=1 d=0.559898 t=6238
shuo 	说	c=4 d=2.55294 t=6238
shuo bu ding 	说不定	c=1 d=0.373439 t=6238
shuo de 	说的	c=1 d=0.965605 t=6238
shuo de bu yi yang 	说的不一样	c=1 d=0.852144 t=6238
si dong fei dong 	似懂非懂	c=0 d=0.0774916 t=6238
si dong fei dong suo fa sheng de shi da fu sha die fang shou duan feng song da fang shi da fu sha die fang shou duan feng song da fang shi da fu sha die fang shou duan feng 	似懂非懂所发生的事大幅杀跌防守端锋送达方式大幅杀跌防守端锋送达方式大幅杀跌防守端锋	c=1 d=0.778801 t=6238
si ge 	四个	c=1 d=0.12493 t=6238
si hu 	似乎	c=1 d=0.50409 t=6238
si tong 	私通	c=1 d=0.615697 t=6238
si yong 	私用	c=1 d=0.852144 t=6238
si zhong 	四种	c=1 d=0.139457 t=6238
song 	送	c=1 d=0.767206 t=6238
song da fang shi 	送达方式	c=1 d=1.40973 t=6238
song da fang shi da feng shou 	送达方式大丰收	c=1 d=0.771052 t=6238
song da fang shi da fu sha die 	送达方式大幅杀跌	c=1 d=0.650509 t=6238
song da fang shi da fu sha die fang shou duan feng 	送达方式大幅杀跌防守端锋	c=2 d=1.42002 t=6238
song da fang shi da fu sha die fang shou duan feng shi da fu 	送达方式大幅杀跌防守端锋士大夫	c=1 d=0.782705 t=6238
song da fang shi de 	送达方式的	c=2 d=2.08974 t=6238
song da fang shi de fang shou duan feng 	送达方式的防守端锋	c=1 d=0.932394 t=6238
song da fang shi de fang shou duan feng sang de la shi jian dao le ji fen 	送达方式的防守端锋桑德拉时间到了积分	c=1 d=0.895834 t=6238
song da fang shi di fang 	送达方式地方	c=6 d=5.53119 t=6238
song da fang shi di fang suo de shui da fu sha die fang shou duan feng 	送达方式地方所得税大幅杀跌防守端锋	c=1 d=0.767206 t=6238
song da fang shi dong fa shou fa 	送达方式懂法守法	c=1 d=0.774916 t=6238
song le song jian 	耸了耸肩	c=0 d=0.0995012 t=6238
song le song jian da fang kai lang jing shen dong li kuai jie lian suo jiu dian lei ji fa dian liang kai ji 	耸了耸肩大方开朗精神动力快捷连锁酒店累计发电量开机	c=1 d=1 t=6238
sou sou 	搜搜	c=1 d=0.794534 t=6238
sou suo 	搜索	c=11 d=3.17295 t=6238
su hong 	苏红	c=0 d=0.0752014 t=6238
sui ran 	虽然	c=2 d=1.18827 t=6238
sui zhi 	随之	c=1 d=0.537944 t=6238
suo cai 	所菜	c=1 d=0.467666 t=6238
suo fa sheng de shi 	所发生的事	c=0 d=0.0774916 t=6238
suo fang 	缩放	c=5 d=3.89837 t=6238
suo fang dui shou de fan ji liu jiao luo shuan kuai dian jie feng ling ju liao jie 	缩放对手的反击六角螺栓快点解封另据了解	c=1 d=0.995012 t=6238
suo lve tu 	缩略图	c=1 d=0.810584 t=6238
suo shang 	锁上	c=1 d=0.782705 t=6238
suo yi 	所以	c=13 d=3.83781 t=6238
suo yin 	索引	c=1 d=0.554327 t=6238
suo you 	所有	c=8 d=1.38755 t=6238
suo zai 	所在	c=1 d=0.470011 t=6238
ta 	他	c=6 d=2.80874 t=6238
ta 	它	c=7 d=1.49502 t=6238
ta de 	它的	c=1 d=0.985112 t=6238
ta men 	他们	c=1 d=0.505407 t=6238
ta men 	它们	c=1 d=0.918512 t=6238
ta shi 	他是	c=2 d=1.42624 t=6238
tai ma fan 	太麻烦	c=1 d=0.733447 t=6238
tai shi ji 	台式机	c=1 d=0.17552 t=6238
tan chu 	弹出	c=3 d=2.21843 t=6238
tan chu lai 	弹出来	c=1 d=0.740818 t=6238
tao 	套	c=0 d=0.00804596 t=6238
tao cao ni ma 	套操你妈	c=1 d=0.0808629 t=6238
te shu xu qiu 	特殊需求	c=1 d=0.621885 t=6238
te xiao 	特效	c=2 d=0.749441 t=6238
ti gao 	提高	c=4 d=1.30571 t=6238
ti gong 	提供	c=20 d=2.3241 t=6238
ti gong jian rong 	提供兼容	c=1 d=0.244143 t=6238
ti guai 	提怪	c=1 d=0.644036 t=6238
ti huan 	替换	c=1 d=0.57695 t=6238
ti hui dao 	体会到	c=1 d=0.588605 t=6238
ti qu 	提取	c=1 d=0.588605 t=6238
ti shi 	提示	c=1 d=0.932394 t=6238
ti shi fu 	提示符	c=2 d=0.778801 t=6238
ti yan 	体验	c=3 d=1.51402 t=6238
tian 	天	c=0 d=0.026054 t=6238
tian chong 	填充	c=1 d=0.19205 t=6238
tian jia 	添加	c=7 d=1.14626 t=6238
tian jiu ai 	天就爱	c=1 d=0.261846 t=6238
tian ru 	填入	c=4 d=1.72527 t=6238
tian shi 	天使	c=1 d=0.923116 t=6238
tiao guo 	跳过	c=2 d=0.997537 t=6238
tiao jie 	调节	c=3 d=0.781527 t=6238
tiao zhan 	挑战	c=3 d=1.87195 t=6238
tiao zheng 	调整	c=1 d=0.494109 t=6238
tiao zhuan 	跳转	c=3 d=0.879429 t=6238
tie 	贴	c=1 d=0.909373 t=6238
tie ban 	铁板	c=0 d=0.119715 t=6238
ting piao liang 	挺漂亮	c=1 d=0.677057 t=6238
tong bu 	同步	c=2 d=0.643971 t=6238
tong chang 	通常	c=12 d=2.15694 t=6238
tong gao yi 	通告一	c=1 d=0.179066 t=6238
tong guan yue 	铜管乐	c=2 d=0.355457 t=6238
tong guo 	通过	c=10 d=1.73821 t=6238
tong shi 	同时	c=6 d=2.37943 t=6238
tong yang 	同样	c=0 d=0.0154896 t=6238
tong yong 	通用	c=2 d=0.337202 t=6238
tong zhi 	通知	c=20 d=12.4178 t=6238
tong zhi zhong xin 	通知中心	c=2 d=1.26358 t=6238
tong zhou 	通州	c=1 d=0.755784 t=6238
tou 	头	c=1 d=0.985112 t=6238
tou ming du 	透明度	c=2 d=0.68209 t=6238
tou wen jian 	头文件	c=2 d=1.25666 t=6238
tou xiang 	头像	c=2 d=1.59831 t=6238
tou xing 	头型	c=1 d=0.759572 t=6238
tu ban 	图板	c=1 d=0.666977 t=6238
tu biao 	图标	c=5 d=3.37375 t=6238
tu pian 	图片	c=19 d=5.23803 t=6238
tu pian wen jian 	图片文件	c=1 d=0.794534 t=6238
tu xing hua 	图形化	c=3 d=1.35233 t=6238
tu yi le 	图一乐	c=1 d=0.941765 t=6238
tui chu 	推出	c=1 d=0.701173 t=6238
tui chu 	退出	c=1 d=0.704688 t=6238
tui jian 	推荐	c=5 d=0.926018 t=6238
tui jian yue du 	推荐阅读	c=1 d=0.843665 t=6238
tun zi 	吞字	c=1 d=0.67032 t=6238
tuo li 	脱离	c=1 d=0.496585 t=6238
tuo pan 	托盘	c=1 d=0.22313 t=6238
wa 	哇	c=1 d=0.970446 t=6238
wa o 	哇哦	c=1 d=0.995012 t=6238
wai mian 	外面	c=1 d=0.985112 t=6238
wan 	完	c=1 d=0.625002 t=6238
wan 	玩	c=4 d=1.89964 t=6238
wan cheng 	完成	c=5 d=1.15437 t=6238
wan er 	玩儿	c=0 d=0.067032 t=6238
wan er ni tu 	玩儿泥土	c=1 d=0.67368 t=6238
wan geng 	玩梗	c=1 d=0.449329 t=6238
wan gong 	完工	c=1 d=0.839457 t=6238
wan quan 	完全	c=2 d=0.824493 t=6238
wan you xi 	玩游戏	c=17 d=5.25465 t=6238
wan zheng 	完整	c=1 d=0.264477 t=6238
wang hou 	往后	c=1 d=1 t=6238
wang lao 	王老	c=0 d=0.0790571 t=6238
wang lao ju 	王老巨	c=1 d=0.794534 t=6238
wang luo 	网络	c=1 d=0.166127 t=6238
wang shang 	网上	c=4 d=0.618279 t=6238
wang xia 	往下	c=1 d=0.918512 t=6238
wang ye 	网页	c=1 d=0.228779 t=6238
wang ye ban 	网页版	c=1 d=0.960789 t=6238
wang you dan ji ban 	网游单机版	c=2 d=1.42234 t=6238
wang zhan 	网站	c=1 d=0.0916297 t=6238
wei 	为	c=26 d=3.86851 t=6238
wei 	位	c=2 d=0.563885 t=6238
wei ci 	为此	c=1 d=0.594521 t=6238
wei feng 	微风	c=2 d=1.32732 t=6238
wei hu 	维护	c=1 d=0.537944 t=6238
wei le 	为了	c=1 d=0.447088 t=6238
wei shen me 	为什么	c=5 d=2.16078 t=6238
wei xin 	微信	c=7 d=2.4344 t=6238
wei zhi 	位置	c=15 d=5.71231 t=6238
wei zhu 	为主	c=2 d=1.03357 t=6238
wei zhuang 	伪装	c=2 d=0.58191 t=6238
wen 	问	c=0 d=0.0562705 t=6238
wen ben 	文本	c=4 d=2.02369 t=6238
wen ben bian ji qi 	文本编辑器	c=1 d=0.442639 t=6238
wen dang 	文档	c=9 d=3.35511 t=6238
wen dang guan li qi 	文档管理器	c=4 d=1.74241 t=6238
wen jia 	文家	c=0 d=0.0932394 t=6238
wen jian 	文件	c=40 d=8.27568 t=6238
wen jian ai ni 	文件爱你	c=1 d=0.814647 t=6238
wen jian di bu 	文件底部	c=1 d=0.25284 t=6238
wen jian jia 	文件夹	c=4 d=2.23371 t=6238
wen jian li 	文件里	c=1 d=0.865022 t=6238
wen jian xi tong 	文件系统	c=1 d=0.900325 t=6238
wen ti 	问题	c=17 d=4.75238 t=6238
wen ti shi 	问题是	c=1 d=0.882497 t=6238
wen zi 	文字	c=15 d=6.62838 t=6238
wen zi jie tie ban 	问字节铁板	c=1 d=0.565525 t=6238
wen zi yan se 	文字颜色	c=1 d=0.955997 t=6238
wo 	喔	c=0 d=0.0822835 t=6238
wo 	我	c=39 d=10.2338 t=6238
wo ai 	我爱	c=0 d=0.0847894 t=6238
wo ai ke neng 	我爱可能	c=1 d=0.852144 t=6238
wo an zhuang 	我安装	c=1 d=0.251579 t=6238
wo ba 	我把	c=1 d=0.591555 t=6238
wo de 	我的	c=23 d=4.40341 t=6238
wo fa xian 	我发现	c=2 d=0.979478 t=6238
wo fang 	我方	c=1 d=0.366045 t=6238
wo gai 	我该	c=3 d=1.77047 t=6238
wo gang gang 	我刚刚	c=0 d=0.0516851 t=6238
wo gang gang xiang dao 	我刚刚想到	c=1 d=0.519442 t=6238
wo gao dao 	我搞到	c=1 d=0.869358 t=6238
wo hui 	我会	c=3 d=0.518487 t=6238
wo jiu 	我就	c=1 d=0.946485 t=6238
wo jue de 	我觉得	c=1 d=0.704688 t=6238
wo kan 	我看	c=1 d=0.425283 t=6238
wo mei 	我没	c=10 d=3.80954 t=6238
wo men 	我们	c=2 d=0.932394 t=6238
wo men xian zai 	我们现在	c=0 d=0.0559898 t=6238
wo men xian zai jie jue le 	我们现在解决了	c=1 d=0.562705 t=6238
wo neng 	我能	c=1 d=0.891366 t=6238
wo ru guo 	我如果	c=1 d=0.900325 t=6238
wo shi yong 	我是用	c=2 d=0.659151 t=6238
wo xian 	我先	c=1 d=0.687289 t=6238
wo xu yao 	我需要	c=2 d=1.49144 t=6238
wo yao 	我要	c=10 d=3.83425 t=6238
wo yao zhuo mian 	我要桌面	c=1 d=0.71177 t=6238
wo yi jing 	我已经	c=1 d=0.273898 t=6238
wo yong 	我用	c=1 d=0.927743 t=6238
wo yong de 	我用的	c=1 d=0.852144 t=6238
wo yu dao 	我遇到	c=1 d=0.755784 t=6238
wo zai 	我在	c=1 d=0.701173 t=6238
wo zhe yang 	我这样	c=1 d=0.891366 t=6238
wu 	无	c=1 d=0.305563 t=6238
wu bian kuang 	无边框	c=1 d=0.275271 t=6238
wu fa 	无法	c=3 d=0.943777 t=6238
wu fa shi yong 	无法使用	c=1 d=0.625002 t=6238
wu mo hu 	无模糊	c=1 d=0.276651 t=6238
wu pan 	误判	c=1 d=0.697676 t=6238
wu se 	无色	c=1 d=0.701173 t=6238
wu song pin yin 	雾凇拼音	c=1 d=0.392586 t=6238
wu xiao 	无效	c=3 d=1.21677 t=6238
wu yong 	无用	c=1 d=0.722527 t=6238
xi 	洗	c=0 d=0.0339596 t=6238
xi ai 	喜爱	c=0 d=0.0729789 t=6238
xi ai ni shi 	喜爱你是	c=1 d=0.733447 t=6238
xi an 	西安	c=0 d=0.0694197 t=6238
xi huan 	喜欢	c=5 d=1.21937 t=6238
xi na 	吸纳	c=0 d=0.0474734 t=6238
xi na ka 	吸纳卡	c=1 d=0.477114 t=6238
