# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.12.0
#@/tick	6238
#@/user_id	e0341724-9757-4db9-ae73-47c9a1140b7f
a 	啊	c=4 d=1.2642 t=6238
gou jian wen jian 	构建文件	c=1 d=0.729789 t=6238
gou xuan 	勾选	c=1 d=0.904837 t=6238
gou yong 	够用	c=1 d=0.429557 t=6238
gu ji 	估计	c=1 d=0.909373 t=6238
gu jian 	固件	c=3 d=0.737661 t=6238
gu shi 	故事	c=1 d=0.904837 t=6238
gua gou 	挂钩	c=0 d=0.0985112 t=6238
gua gou jie 	挂钩节	c=1 d=0.99005 t=6238
gua li 	挂历	c=1 d=0.554327 t=6238
gua zai 	挂载	c=2 d=1.88094 t=6238
gua zai dian 	挂载点	c=1 d=0.414783 t=6238
guan 	关	c=0 d=0.0802519 t=6238
guan bi 	关闭	c=13 d=2.3126 t=6238
guan dao 	管道	c=7 d=1.63485 t=6238
guan dao fu 	管道符	c=7 d=1.84226 t=6238
guan fa gui 	关法规	c=1 d=0.806541 t=6238
guan fang 	官方	c=5 d=2.4953 t=6238
guan guo 	棺椁	c=0 d=0.0960789 t=6238
guan guo lai 	棺椁来	c=1 d=0.965605 t=6238
guan li 	管理	c=8 d=2.1968 t=6238
guan li qi 	管理器	c=4 d=1.87453 t=6238
guan li yuan 	管理员	c=1 d=0.612626 t=6238
guan wang 	官网	c=2 d=0.376049 t=6238
guan wang xia zai 	官网下载	c=1 d=0.185444 t=6238
guan xi 	关系	c=1 d=0.891366 t=6238
guang biao 	光标	c=2 d=0.767206 t=6238
gui ze 	规则	c=1 d=0.29523 t=6238
guo 	过	c=1 d=0.778801 t=6238
guo lai 	过来	c=1 d=0.960789 t=6238
guo nei 	国内	c=2 d=1.26692 t=6238
guo nei da 	国内大	c=1 d=0.927743 t=6238
guo nei ruan jian 	国内软件	c=1 d=0.594521 t=6238
ha ha ha ha 	哈哈哈哈	c=1 d=0.980199 t=6238
ha shi 	哈市	c=1 d=0.878095 t=6238
hai ke yi 	还可以	c=1 d=0.600496 t=6238
hai shi 	还是	c=6 d=2.96983 t=6238
hai xu yao 	还需要	c=1 d=0.937067 t=6238
hai you 	还有	c=4 d=1.42807 t=6238
han shu 	函数	c=1 d=0.0916297 t=6238
hang 	行	c=2 d=1.77473 t=6238
hang hao 	行号	c=3 d=2.85436 t=6238
hang shu 	行数	c=1 d=0.941765 t=6238
hao 	号	c=1 d=0.215456 t=6238
hao 	好	c=2 d=1.16296 t=6238
hao da hao da 	好哒好哒	c=1 d=0.574072 t=6238
hao de 	好的	c=1 d=0.511709 t=6238
hao duo 	好多	c=0 d=0.0995012 t=6238
hao duo cai 	好多菜	c=1 d=1 t=6238
hao kuai 	好快	c=1 d=0.57695 t=6238
hao le 	好了	c=2 d=1.79453 t=6238
hao xiang 	好像	c=2 d=1.56791 t=6238
hao yong 	好用	c=7 d=2.04999 t=6238
he 	和	c=79 d=8.39206 t=6238
he cheng qi 	合成器	c=1 d=0.351692 t=6238
he shi 	合适	c=2 d=1.12553 t=6238
he wo 	和我	c=0 d=0.0980199 t=6238
he wo de 	和我的	c=1 d=0.985112 t=6238
he xian 	核显	c=2 d=0.9027 t=6238
hei hei 	嘿嘿	c=1 d=0.600496 t=6238
hei ping 	黑屏	c=1 d=0.869358 t=6238
hen 	很	c=2 d=0.700256 t=6238
hen duo 	很多	c=1 d=0.214381 t=6238
hen fan ren 	很烦人	c=1 d=0.486752 t=6238
hen fang bian 	很方便	c=1 d=0.186374 t=6238
hen hao 	很好	c=1 d=0.582748 t=6238
hen hu 	很糊	c=1 d=1 t=6238
hen ku 	很酷	c=1 d=0.472367 t=6238
hen shen mi 	很神秘	c=1 d=0.960789 t=6238
hen you qu 	很有趣	c=1 d=0.305746 t=6238
hen you yi qi 	很有义气	c=1 d=0.302704 t=6238
heng gang 	横杠	c=1 d=0.460704 t=6238
hong mao 	红毛	c=1 d=0.204948 t=6238
hou 	后	c=10 d=1.55381 t=6238
hou duan 	后端	c=1 d=0.937067 t=6238
hou mai nong 	后卖弄	c=3 d=1.48171 t=6238
hou mian 	后面	c=8 d=2.89175 t=6238
hou san ge 	后三个	c=1 d=0.212248 t=6238
hou xu 	后续	c=2 d=0.942302 t=6238
hou xuan 	候选	c=0 d=0.097531 t=6238
hou xuan ce 	候选测	c=1 d=0.980199 t=6238
hou xuan ci 	候选词	c=1 d=0.99005 t=6238
hou yi ge 	后一个	c=1 d=0.329559 t=6238
hua 	化	c=1 d=0.358796 t=6238
hua 	话	c=32 d=4.31677 t=6238
huan 	换	c=0 d=0.0913931 t=6238
huan cheng 	换成	c=1 d=0.882497 t=6238
huan ge 	换个	c=1 d=0.559898 t=6238
huan jing 	环境	c=13 d=3.08053 t=6238
huan jing bian liang 	环境变量	c=7 d=1.64509 t=6238
huan ying 	欢迎	c=2 d=1.76535 t=6238
huang dong 	晃动	c=1 d=0.744532 t=6238
hui 	会	c=37 d=4.12644 t=6238
hui che 	回车	c=2 d=0.759572 t=6238
hui chu xian 	会出现	c=2 d=0.70822 t=6238
hui dai de 	会戴的	c=1 d=0.50409 t=6238
hui dang 	回档	c=1 d=0.226502 t=6238
hui dao 	回到	c=1 d=0.543351 t=6238
hui jia 	回家	c=1 d=0.822835 t=6238
hui tui 	回退	c=1 d=0.101266 t=6238
hui zhi 	绘制	c=1 d=0.631284 t=6238
hun luan 	混乱	c=1 d=0.66034 t=6238
hun xiang 	混响	c=1 d=0.600496 t=6238
hun zai yi qi 	混在一起	c=1 d=0.995012 t=6238
huo 	或	c=3 d=0.619751 t=6238
huo 	火	c=2 d=0.703419 t=6238
huo de 	获得	c=0 d=0.0814647 t=6238
huo de yi ge 	获得一个	c=1 d=0.818731 t=6238
huo qu 	获取	c=10 d=1.27266 t=6238
huo zhe 	或者	c=9 d=2.4334 t=6238
huo zhe kan zhe gan 	或者看着干	c=1 d=0.67032 t=6238
ji 	几	c=1 d=0.778801 t=6238
ji 	即	c=1 d=0.657047 t=6238
ji 	及	c=3 d=0.790405 t=6238
ji cheng zai 	集成在	c=1 d=0.603506 t=6238
ji chu shang 	基础上	c=1 d=0.231078 t=6238
ji da 	极大	c=1 d=0.600496 t=6238
ji de 	记得	c=4 d=1.42885 t=6238
ji di 	极低	c=2 d=0.835461 t=6238
ji fen 	积分	c=0 d=0.162115 t=6238
ji fen shun kou liu dian ji 	积分顺口溜点击	c=1 d=0.895834 t=6238
ji ge 	几个	c=1 d=0.238115 t=6238
ji he 	集合	c=1 d=0.524663 t=6238
ji hu 	几乎	c=1 d=0.26982 t=6238
ji huo 	激活	c=3 d=2.14164 t=6238
ji jue 	剞劂	c=1 d=0.904837 t=6238
ji ke 	即可	c=2 d=1.10815 t=6238
ji ke 	既可	c=7 d=1.43661 t=6238
ji lu 	记录	c=10 d=5.56225 t=6238
ji qi 	极其	c=1 d=0.126118 t=6238
ji qi bian li 	极其便利	c=1 d=0.697676 t=6238
ji shu 	技术	c=1 d=0.66365 t=6238
ji suan 	计算	c=1 d=0.798516 t=6238
ji suan ji fang 	计算机房	c=1 d=0.904837 t=6238
ji tu 	激凸	c=0 d=0.0379083 t=6238
ji tu bian jie 	激凸便捷	c=1 d=0.380983 t=6238
ji xu 	继续	c=1 d=0.913931 t=6238
ji yu 	基于	c=6 d=1.33622 t=6238
ji zhu 	记住	c=3 d=0.68143 t=6238
jia 	夹	c=1 d=0.99005 t=6238
jia dao 	加到	c=1 d=0.839457 t=6238
jia hao 	加号	c=1 d=0.19398 t=6238
jia qiang ban 	加强版	c=2 d=0.667706 t=6238
jia shang 	加上	c=1 d=0.955997 t=6238
jia she 	假设	c=1 d=0.71177 t=6238
jia she wo yao 	假设我要	c=1 d=0.904837 t=6238
jia su 	加速	c=1 d=1.04021 t=6238
jia zai 	加载	c=2 d=1.39402 t=6238
jian 	见	c=0 d=0.032628 t=6238
jian ce 	检测	c=1 d=0.97531 t=6238
jian cha 	检查	c=4 d=1.81074 t=6238
jian cha yi xia 	检查一下	c=2 d=0.597904 t=6238
jian dan 	简单	c=1 d=0.927743 t=6238
jian dan shuo liang ju 	简单说两句	c=1 d=0.88692 t=6238
jian huan 	减缓	c=1 d=0.565525 t=6238
jian jie 	简介	c=0 d=0.0302704 t=6238
jian ju 	间距	c=3 d=1.64269 t=6238
jian kang 	健康	c=0 d=0.0516851 t=6238
jian pan 	键盘	c=1 d=0.937067 t=6238
jian rong 	兼容	c=1 d=0.253597 t=6238
jian rong ceng 	兼容层	c=3 d=1.33352 t=6238
jian rong xing hao 	兼容性好	c=1 d=0.537944 t=6238
jian she li du 	建设力度	c=0 d=0.0839457 t=6238
jian she li du kuai ji fa 	建设力度会计法	c=1 d=0.843665 t=6238
jian shi qi 	监视器	c=1 d=0.767206 t=6238
jian shu 	简述	c=1 d=0.298197 t=6238
jian shu 	键鼠	c=0 d=0.0298197 t=6238
jian shu chuan shu 	键鼠传输	c=1 d=0.299692 t=6238
jian ti ban 	简体版	c=1 d=0.0898153 t=6238
jian tie 	剪贴	c=1 d=0.600496 t=6238
jian tie ban 	剪贴板	c=34 d=9.82522 t=6238
jian tie ban li shi 	剪贴板历史	c=1 d=0.56836 t=6238
jian xie 	简写	c=1 d=0.970446 t=6238
jian yi 	建议	c=7 d=1.86607 t=6238
jian yi shi yong 	建议使用	c=1 d=0.292293 t=6238
jian yi you xian ji 	建议优先级	c=1 d=1 t=6238
jian yu 	监狱	c=2 d=1.06785 t=6238
jiang 	将	c=13 d=4.48133 t=6238
jiang dong fu lao 	江东父老	c=0 d=0.099005 t=6238
jiang jiang 	讲讲	c=1 d=0.207008 t=6238
jiang jiang jiang 	降降降	c=1 d=0.205975 t=6238
jiang ya 	降压	c=1 d=0.535261 t=6238
jiang yi xia 	讲一下	c=0 d=0.0980199 t=6238
jiang yi xia a 	讲一下啊	c=1 d=0.985112 t=6238
jiang zao 	降噪	c=1 d=0.597501 t=6238
jiao 	较	c=2 d=0.968402 t=6238
jiao an 	教案	c=0 d=0.0118837 t=6238
jiao ben 	脚本	c=5 d=3.63281 t=6238
jiao che 	轿车	c=1 d=0.965605 t=6238
jiao cheng 	教程	c=3 d=1.35779 t=6238
jiao gei 	交给	c=1 d=0.826959 t=6238
jiao hu 	交互	c=2 d=1.3142 t=6238
jiao huan kong jian 	交换空间	c=1 d=0.56836 t=6238
jiao jue 	叫绝	c=1 d=0.609571 t=6238
jiao xue 	教学	c=2 d=1.49954 t=6238
jiao xue nei rong 	教学内容	c=1 d=0.826959 t=6238
jiao you 	交由	c=1 d=0.25924 t=6238
jiao zuo 	叫作	c=1 d=0.210136 t=6238
jie 	接	c=1 d=0.588605 t=6238
jie 	节	c=7 d=5.08457 t=6238
jie duan 	阶段	c=1 d=0.913931 t=6238
jie fang lu kou 	解放路口	c=0 d=0.0697676 t=6238
jie guo 	结果	c=1 d=0.153355 t=6238
jie he 	结合	c=3 d=1.39416 t=6238
jie jian 	借鉴	c=0 d=0.0484325 t=6238
jie ju 	结局	c=1 d=0.900325 t=6238
jie jue 	解决	c=10 d=3.32455 t=6238
jie jue ban fa 	解决办法	c=4 d=0.840133 t=6238
jie jue le 	解决了	c=0 d=0.0559898 t=6238
jie jue ta 	解决它	c=1 d=0.40657 t=6238
jie mai nong 	节卖弄	c=1 d=0.524663 t=6238
jie mian 	界面	c=4 d=1.93489 t=6238
jie qu 	截取	c=4 d=1.04618 t=6238
jie qu quan tu 	截取全图	c=1 d=0.436049 t=6238
jie shao le 	介绍了	c=0 d=0.0995012 t=6238
jie shi 	解释	c=2 d=0.354837 t=6238
jie shu 	结束	c=1 d=0.0911727 t=6238
jie ti 	解题	c=0 d=0.0612626 t=6238
jie ti ban 	解题半	c=1 d=0.615697 t=6238
jie tie ban 	节铁板	c=1 d=0.637628 t=6238
jie tu 	截图	c=31 d=5.19056 t=6238
jie tu de 	截图的	c=1 d=0.946485 t=6238
jie tu gong ju 	截图工具	c=2 d=0.644504 t=6238
jie tu hou 	截图后	c=1 d=0.0784731 t=6238
jie wei 	结尾	c=1 d=0.092089 t=6238
jie xi 	解析	c=2 d=1.03732 t=6238
jie xia lai 	接下来	c=5 d=1.37927 t=6238
jie zhe kan 	接着看	c=1 d=0.729789 t=6238
jin cheng 	进程	c=4 d=2.23568 t=6238
jin jie 	进阶	c=1 d=0.680451 t=6238
jin jin 	仅仅	c=2 d=1.64884 t=6238
jin mi jie he 	紧密结合	c=1 d=0.923116 t=6238
jin shen 	谨慎	c=1 d=0.527292 t=6238
jin xing 	进行	c=13 d=2.1323 t=6238
jin yong 	禁用	c=4 d=1.33877 t=6238
jin zhi 	禁止	c=1 d=0.477114 t=6238
jin zhi shi yong 	禁止使用	c=1 d=0.67368 t=6238
jing dian 	经典	c=2 d=1.05039 t=6238
jing gao 	警告	c=4 d=1.35415 t=6238
jing jian 	精简	c=1 d=0.537944 t=6238
jing le 	惊了	c=1 d=0.582748 t=6238
jing li 	经历	c=1 d=0.895834 t=6238
jing li ku jie 	精力枯竭	c=0 d=0.189534 t=6238
jing mi 	精密	c=0 d=0.0913931 t=6238
jing mi jie he 	精密结合	c=1 d=0.918512 t=6238
jing shen dong li 	精神动力	c=0 d=0.168836 t=6238
jing xiang 	镜像	c=1 d=0.591555 t=6238
jing yong 	警用	c=2 d=0.697676 t=6238
jing zhi 	精致	c=1 d=0.67032 t=6238
jiu 	就	c=17 d=3.84499 t=6238
jiu 	旧	c=4 d=1.72307 t=6238
jiu ai 	就爱	c=0 d=0.026054 t=6238
jiu ji 	究极	c=0 d=0.0759572 t=6238
jiu ji zhi nan 	究极指南	c=1 d=0.763379 t=6238
jiu kai shi 	就开始	c=0 d=0.0618783 t=6238
jiu kai shi di li fen jin 	就开始砥砺奋进	c=1 d=0.621885 t=6238
jiu ke yi 	就可以	c=2 d=0.522046 t=6238
jiu li ke 	就立刻	c=0 d=0.0697676 t=6238
jiu mei fa 	就没法	c=1 d=0.0925506 t=6238
jiu mei you 	就没有	c=1 d=0.918512 t=6238
jiu neng 	就能	c=3 d=0.731609 t=6238
jiu shi 	就是	c=5 d=1.12625 t=6238
jiu xing 	就行	c=3 d=1.6327 t=6238
jiu you 	就有	c=1 d=0.548812 t=6238
ju 	巨	c=0 d=0.0790571 t=6238
ju li 	举例	c=1 d=0.0784731 t=6238
ju li 	距离	c=1 d=0.0780817 t=6238
ju liao jie 	据了解	c=0 d=0.099005 t=6238
ju lu 	巨鹿	c=1 d=0.67032 t=6238
ju ti 	具体	c=8 d=1.87091 t=6238
ju ti de 	具体的	c=1 d=0.484325 t=6238
ju ti shi 	具体是	c=1 d=0.366045 t=6238
jue dui 	绝对	c=1 d=0.980199 t=6238
jue pei 	绝配	c=1 d=0.396531 t=6238
ka 	卡	c=2 d=0.941936 t=6238
ka zhu 	卡住	c=1 d=0.380983 t=6238
kai fa 	开发	c=1 d=0.207008 t=6238
kai fa shang 	开发商	c=0 d=0.0726149 t=6238
kai ji 	开机	c=1 d=1.0603 t=6238
kai ji sha lu kong jian duo fang liao jie 	开机杀戮空间多方了解	c=1 d=0.865022 t=6238
kai ji su du 	开机速度	c=0 d=0.0640824 t=6238
kai ji zi qi 	开机自启	c=5 d=2.0397 t=6238
kai qi 	开启	c=13 d=3.17801 t=6238
kai qi fu wu 	开启服务	c=1 d=0.99005 t=6238
kai qi yi ge 	开启一个	c=1 d=0.511709 t=6238
kai shi 	开始	c=5 d=2.54074 t=6238
kai shi cai dan 	开始菜单	c=2 d=0.805882 t=6238
kai tou 	开头	c=1 d=0.970446 t=6238
kai xiang ji yong 	开箱即用	c=2 d=0.991929 t=6238
kan 	看	c=6 d=2.78228 t=6238
kan dao 	看到	c=1 d=0.794534 t=6238
kan kan 	看看	c=2 d=1.60128 t=6238
kan lai shi 	看来是	c=0 d=0.0831104 t=6238
kan lai shi ke ji de fu jian sheng de long ka fei ji 	看来是科技的福建省德龙咖啡机	c=1 d=0.83527 t=6238
kan xia 	看下	c=1 d=0.657047 t=6238
kan zhe gan 	看着干	c=0 d=0.0666977 t=6238
kan zhuang 	看装	c=1 d=0.412714 t=6238
kao lv 	考虑	c=1 d=0.532592 t=6238
ke 	可	c=4 d=2.47206 t=6238
ke ji de 	科技的	c=0 d=0.0831104 t=6238
ke jian shao 	可减少	c=0 d=0.088692 t=6238
ke jian shao da kai 	可减少打开	c=1 d=0.891366 t=6238
ke jiao hu 	可交互	c=1 d=0.353455 t=6238
ke ka yin 	可卡因	c=1 d=0.264477 t=6238
ke long 	克隆	c=1 d=0.321422 t=6238
ke long ji 	克隆机	c=1 d=0.358958 t=6238
ke long ji jing li ku jie 	克隆机精力枯竭	c=1 d=0.909373 t=6238
ke neng 	可能	c=5 d=1.19838 t=6238
ke shi 	可是	c=2 d=1.24281 t=6238
ke shi dang 	可适当	c=0 d=0.0856415 t=6238
ke shi hua 	可视化	c=2 d=1.64773 t=6238
ke shi jiao du 	可视角度	c=0 d=0.0211189 t=6238
ke xuan 	可选	c=5 d=1.21541 t=6238
ke yi 	可以	c=56 d=6.48396 t=6238
ke yong 	可用	c=1 d=0.937067 t=6238
kong 	空	c=1 d=1 t=6238
kong bu ru si 	恐怖如斯	c=1 d=0.786628 t=6238
kong jian 	空间	c=1 d=0.921974 t=6238
kong zhi 	控制	c=1 d=0.50409 t=6238
kou 	口	c=1 d=0.18452 t=6238
ku 	库	c=1 d=0.650509 t=6238
kua 	夸	c=0 d=0.0484325 t=6238
kua jie jian 	夸借鉴	c=1 d=0.486752 t=6238
kua ke wang pan 	夸克网盘	c=1 d=1 t=6238
kuai 	快	c=0 d=0.10208 t=6238
kuai dian jie feng 	快点解封	c=0 d=0.099005 t=6238
kuai ji fa 	会计法	c=0 d=0.221889 t=6238
kuai jian jie 	快简介	c=2 d=0.877359 t=6238
kuai jie 	快捷	c=1 d=0.298197 t=6238
kuai jie fang shi 	快捷方式	c=4 d=0.881224 t=6238
kuai jie jian 	快捷键	c=18 d=4.19047 t=6238
kuai jie jian an 	快捷键按	c=1 d=0.83527 t=6238
kuai jie lian suo jiu dian 	快捷连锁酒店	c=0 d=0.0995012 t=6238
kuai shi jiu dian le 	快十九点了	c=0 d=0.162768 t=6238
kuai su 	快速	c=1 d=1 t=6238
kuai xi xi zao 	快洗洗澡	c=1 d=0.852144 t=6238
kuai zhao 	快照	c=10 d=1.70008 t=6238
kuan du 	宽度	c=3 d=2.7522 t=6238
kuo hao nei 	括号内	c=1 d=0.145876 t=6238
kuo zhan 	扩展	c=5 d=2.55004 t=6238
la 	啦	c=1 d=0.559898 t=6238
la ji fen lei shou ji dian 	垃圾分类收集点	c=0 d=0.0211189 t=6238
lai 	来	c=5 d=1.00563 t=6238
lai dao 	来到	c=1 d=0.869358 t=6238
lan ya 	蓝牙	c=1 d=0.955997 t=6238
lang fei jing li 	浪费精力	c=0 d=0.0856415 t=6238
lao dong jiu fen lv shi 	劳动纠纷律师	c=0 d=0.0965605 t=6238
lao kuan shou ji 	老款手机	c=0 d=0.0843665 t=6238
lao kuan shou ji du li kai fa 	老款手机独立开发	c=1 d=0.847894 t=6238
lao you xi 	老游戏	c=1 d=0.666977 t=6238
le 	了	c=74 d=10.5536 t=6238
lei ji fa dian liang 	累计发电量	c=0 d=0.0995012 t=6238
lei si 	类似	c=6 d=1.68902 t=6238
lei si de jing li 	类似的经历	c=0 d=0.0852144 t=6238
lei si de jing li kuai ji fa 	类似的经历会计法	c=1 d=0.856415 t=6238
li 	离	c=1 d=0.65377 t=6238
li 	里	c=14 d=3.87646 t=6238
li de 	里的	c=2 d=1.03574 t=6238
li jie wei 	理解为	c=1 d=0.202909 t=6238
li kai dong jing 	离开东京	c=0 d=0.0995012 t=6238
li mian 	里面	c=2 d=0.983071 t=6238
li shi 	历史	c=4 d=1.54927 t=6238
li shi da ju 	历史大剧	c=0 d=0.0995012 t=6238
li shi ji lu 	历史记录	c=4 d=1.66843 t=6238
li shi ji lu feng kou ji shi di liao jie 	历史记录封口机实地了解	c=1 d=1 t=6238
li shi jie duan 	历史阶段	c=1 d=0.873716 t=6238
li yong 	利用	c=1 d=0.57695 t=6238
li zi 	例子	c=1 d=0.188247 t=6238
lian jie 	连接	c=3 d=1.07728 t=6238
lian jie 	链接	c=6 d=1.10529 t=6238
liang 	两	c=1 d=0.204948 t=6238
liang du 	亮度	c=1 d=0.594521 t=6238
liang ge 	两个	c=5 d=3.12704 t=6238
liang xia 	两下	c=1 d=0.45612 t=6238
liang zhe jie he 	两者结合	c=1 d=0.154896 t=6238
liang zhi 	两只	c=1 d=0.0871609 t=6238
liang zhong 	两种	c=2 d=1.95072 t=6238
liang zhong fang fa 	两种方法	c=1 d=0.0889216 t=6238
lie bao 	猎豹	c=1 d=0.628135 t=6238
lie biao 	列表	c=2 d=1.33951 t=6238
lie ju 	列举	c=1 d=0.310367 t=6238
lin 	林	c=1 d=0.878095 t=6238
lin chang 	林场	c=1 d=0.873716 t=6238
ling 	令	c=1 d=0.634448 t=6238
ling dian ji 	零点几	c=1 d=0.126818 t=6238
ling ju liao jie 	另据了解	c=0 d=0.099005 t=6238
ling shou jia 	零售价	c=0 d=0.0913931 t=6238
ling shou jia feng kou ji shan dong long kou 	零售价封口机山东龙口	c=1 d=0.918512 t=6238
ling wai 	另外	c=1 d=0.860708 t=6238
ling yi ge 	另一个	c=2 d=0.277067 t=6238
ling yi zhong 	另一种	c=2 d=0.330441 t=6238
liu cheng 	流程	c=1 d=0.970446 t=6238
liu gan ji jie 	流感季节	c=1 d=0.489192 t=6238
liu jiao luo shuan 	六角螺栓	c=0 d=0.099005 t=6238
liu lan qi 	浏览器	c=2 d=0.600496 t=6238
lu jing 	路径	c=9 d=3.9788 t=6238
lu ka si 	卢卡斯	c=0 d=0.0995012 t=6238
lve you 	略有	c=2 d=0.700516 t=6238
ma 	吗	c=34 d=9.437 t=6238
ma 	码	c=2 d=0.514647 t=6238
mai ke feng 	麦克风	c=1 d=0.594521 t=6238
mai nong 	卖弄	c=0 d=0.152501 t=6238
me 	么	c=1 d=0.704688 t=6238
mei ci 	每次	c=2 d=1.55262 t=6238
mei cuo 	没错	c=1 d=0.774916 t=6238
mei fa 	没法	c=7 d=2.051 t=6238
mei ge 	每个	c=1 d=0.704688 t=6238
mei hua 	美化	c=29 d=7.78595 t=6238
mei jie jue 	没解决	c=1 d=0.38868 t=6238
mei neng 	没能	c=1 d=0.847894 t=6238
mei qu 	没去	c=1 d=0.390628 t=6238
mei shen me 	没什么	c=1 d=0.860708 t=6238
mei sheng xiao 	没生效	c=1 d=0.831104 t=6238
mei shi guo 	没试过	c=1 d=0.67032 t=6238
mei xiao guo 	没效果	c=1 d=0.0713613 t=6238
mei yi ge 	每一个	c=2 d=0.408045 t=6238
mei yi jie 	每一届	c=1 d=0.311923 t=6238
mei you 	没有	c=24 d=6.04254 t=6238
mei you wo 	没有喔	c=1 d=0.826959 t=6238
men 	们	c=2 d=0.827551 t=6238
meng xin 	萌新	c=1 d=0.909373 t=6238
mi ma 	密码	c=1 d=0.232236 t=6238
mian 	面	c=2 d=1.77642 t=6238
mian an zhuang 	免安装	c=1 d=0.203926 t=6238
mian ban 	面板	c=3 d=1.75 t=6238
mian da rao 	免打扰	c=1 d=0.951229 t=6238
mian da rao mo shi 	免打扰模式	c=1 d=0.941765 t=6238
mian fei ban 	免费版	c=1 d=0.398519 t=6238
miao 	秒	c=1 d=0.904837 t=6238
mie hua 	灭话	c=1 d=0.625002 t=6238
ming 	明	c=1 d=0.918512 t=6238
ming cheng 	名称	c=4 d=0.481909 t=6238
ming ling 	命令	c=49 d=8.01922 t=6238
ming ling hang 	命令行	c=1 d=0.0531307 t=6238
ming tian shi 	明天是	c=1 d=0.680451 t=6238
ming zi 	名字	c=1 d=0.529935 t=6238
mo hu 	模糊	c=1 d=0.650509 t=6238
mo hu sou suo 	模糊搜索	c=2 d=1.57016 t=6238
mo kuai 	模块	c=3 d=1.58573 t=6238
mo ren 	默认	c=16 d=3.16518 t=6238
mo reng 	魔仍	c=1 d=0.551563 t=6238
mo shi 	模式	c=1 d=0.955997 t=6238
mou ge 	某个	c=2 d=1.12042 t=6238
mou xie 	某些	c=1 d=0.344728 t=6238
mu ban 	模板	c=3 d=2.10096 t=6238
mu lu 	目录	c=11 d=2.74888 t=6238
na 	那	c=1 d=0.660783 t=6238
na bian 	那边	c=0 d=0.0798516 t=6238
na bu fen 	那部分	c=1 d=0.348192 t=6238
na ge 	哪个	c=2 d=1.54665 t=6238
na ge 	那个	c=2 d=1.42835 t=6238
na jiu 	那就	c=1 d=0.56836 t=6238
na ni 	纳尼	c=2 d=1.39656 t=6238
na ni 	那你	c=1 d=0.843665 t=6238
na wei shen me 	那为什么	c=1 d=0.453845 t=6238
na wo 	那我	c=1 d=0.946485 t=6238
na xie 	那些	c=1 d=0.752014 t=6238
na yang 	那样	c=3 d=1.06792 t=6238
na yi hang 	那一行	c=2 d=0.907794 t=6238
na yi xiang 	哪一项	c=1 d=0.786628 t=6238
na zhong 	那种	c=1 d=0.170333 t=6238
nan dao bu shi 	难道不是	c=1 d=0.421052 t=6238
nao wo 	挠我	c=1 d=0.941765 t=6238
ne 	呢	c=23 d=7.13793 t=6238
nei 	内	c=7 d=1.95514 t=6238
nei cai neng 	内才能	c=1 d=0.66365 t=6238
nei cun 	内存	c=10 d=3.0325 t=6238
nei cun zhan yong 	内存占用	c=2 d=1.42224 t=6238
nei he 	内核	c=4 d=1.68871 t=6238
nei he mo kuai 	内核模块	c=1 d=0.923116 t=6238
nei rong 	内容	c=31 d=6.8418 t=6238
neng 	能	c=6 d=2.57273 t=6238
neng zuo 	能做	c=0 d=0.099005 t=6238
ni 	你	c=15 d=3.40872 t=6238
ni chi le ma 	你吃了吗	c=1 d=0.904837 t=6238
ni chu qu 	你出去	c=1 d=0.806541 t=6238
ni de 	你的	c=3 d=1.12385 t=6238
ni hao 	你好	c=1 d=0.0804596 t=6238
ni hui 	你会	c=1 d=0.65377 t=6238
ni hui jia le ma 	你回家了吗	c=1 d=0.748264 t=6238
ni ke yi 	你可以	c=4 d=0.696258 t=6238
ni men 	你们	c=1 d=0.97531 t=6238
ni neng 	你能	c=0 d=0.0794534 t=6238
ni neng zai 	你能在	c=1 d=0.798516 t=6238
ni qu 	你去	c=1 d=0.733447 t=6238
ni shi 	你是	c=1 d=0.955997 t=6238
ni shi dui de 	你是对的	c=1 d=0.516851 t=6238
ni shuo 	你说	c=1 d=0.904815 t=6238
ni shuo de 	你说的	c=1 d=0.628135 t=6238
ni shuo de dui 	你说得对	c=1 d=0.708367 t=6238
ni shuo de dui ma 	你说得对吗	c=1 d=0.900325 t=6238
ni shuo hua 	你说话	c=0 d=0.0822835 t=6238
ni shuo hua ne 	你说话呢	c=1 d=0.826959 t=6238
ni shuo shen me 	你说什么	c=1 d=0.637628 t=6238
ni shuo zhe dui ma 	你说这对吗	c=1 d=0.904837 t=6238
ni tong guo 	你通过	c=1 d=0.694197 t=6238
ni tu 	泥土	c=0 d=0.067032 t=6238
ni xi huan 	你喜欢	c=1 d=0.106459 t=6238
ni xi wan lian 	你洗完脸	c=1 d=0.802519 t=6238
ni xiang 	你想	c=1 d=0.690734 t=6238
ni xiang yao 	你想要	c=1 d=0.99005 t=6238
ni ye 	你也	c=2 d=0.57695 t=6238
ni ye ke yi 	你也可以	c=1 d=0.140156 t=6238
ni you 	你有	c=1 d=0.0958472 t=6238
nian 	年	c=1 d=0.946485 t=6238
nong dong 	弄懂	c=1 d=0.704688 t=6238
nu hou 	怒吼	c=0 d=0.0339596 t=6238
o cong 	哦从	c=1 d=0.960789 t=6238
pai ban 	排版	c=1 d=0.744532 t=6238
pai chu 	排除	c=1 d=0.283654 t=6238
pei se 	配色	c=4 d=3.47415 t=6238
